chain,draw,interception,Treatment,HER2,GLCM_SS,HER2_interaction,GLCM_SS_interaction
0,0,-1.532337716564283,0.0856654179669647,0.46795657713184724,0.4666718155033234,0.08103238754608938,1.0649535005844686
0,1,-1.691407209306898,0.18399323108153665,0.48158372979323105,-0.049597888779211896,0.7243396159576815,0.8659371322827443
0,2,-1.737997129227644,-0.04379586065218222,0.24798031896485107,0.18865825651004853,1.067295777852507,1.6108286191958292
0,3,-1.7963174335151648,-0.10399750769482141,0.20129228115027153,0.20319623037813095,0.45933849906889435,1.6898609900323909
0,4,-1.6563806316973937,0.0884787624478851,1.0088095455260573,0.06701499439003156,0.05961053891935508,1.328106906967305
0,5,-1.4932519073645483,-0.06816457428387523,0.5873447076816607,-0.025895423147011876,0.5153985365315896,1.694121521104601
0,6,-1.1356966915820927,-0.351258206909586,0.6688407042957856,-0.5738239299297336,0.2327414029032308,2.1635968870568902
0,7,-1.732439145122568,-0.33015520899876716,0.7315667595682316,0.08175783392076341,0.1426787833270627,1.7294624390447173
0,8,-1.7175076495238488,0.12800587634985283,0.601460396517066,-0.16530560500216307,0.37008086783248273,1.6850325336956262
0,9,-1.715423719588526,-0.22048742698403556,0.39018866579213274,-0.05977157823440704,0.2995357554715596,1.5833961910564651
0,10,-1.4838430985178865,-0.7348380708993889,0.24123415171513707,-0.4975159256297621,0.6553746996088298,1.5640505601126031
0,11,-1.3588652801799208,-0.5506929495187398,0.6851570985293431,-0.11540748024524117,1.0924379857606392,2.358895113494664
0,12,-1.5318628526201432,-0.7735815274183988,0.09936542220089395,-0.26883777576290724,0.5481729484168018,2.0156209185866154
0,13,-1.288778983877796,-0.6454424325696637,0.15382521236157531,-0.4411918172786282,1.6798706034452948,2.8297003883885603
0,14,-1.4967186449281853,-0.5968820101631738,0.06811432735404255,-0.4359464305526404,1.5900111762588902,2.3259036378364684
0,15,-1.3250164181912885,-0.6100602321866135,0.7651767888961756,-0.07511316393882295,0.06282473789707513,1.943519312029303
0,16,-1.5485739051276257,0.00799472019377534,0.2512127597930667,-0.7284064701553432,0.6032759840837962,2.471280409053089
0,17,-1.7745980315885883,-0.10042394563073698,0.4782912406512827,0.24777047371497218,0.943855678927861,1.170853931263769
0,18,-2.032682443517418,-0.10313375955053372,0.3647359633078562,0.502169538130715,0.6560151913913813,1.5127918824229518
0,19,-1.2270857484440256,-0.37129198679462605,0.5210592311431819,-0.37184058438953604,0.5000933199539636,1.9494692908519387
0,20,-1.0630532253688842,-0.4768788747376145,0.2125030728515911,-0.9540705146441228,0.6790124685386021,3.1768875494920312
0,21,-1.0062914869816098,-0.4752445377193215,0.34041522830465554,-0.9636020534008052,0.448460145089832,2.60396472609499
0,22,-1.616369768531598,-0.5922029554022759,0.5413772467284537,0.5064000490375362,1.0379309823304348,1.3147297762550256
0,23,-1.5115219394953843,0.43274142397862647,0.3786345364039878,-0.7132369788260551,0.07142756882079081,1.7148252387876912
0,24,-1.3852860135106928,0.5270045004380246,0.3472078355581163,-0.5167301913511491,-0.21793527161720905,2.001538557041055
0,25,-1.3070397193316887,-1.9224364397797642,0.22963817093863326,0.11584838426644994,2.5377648663888372,2.6600326144582285
0,26,-1.2005653790444102,0.28552823860324517,-0.2065017675982519,-0.3817649759250783,0.7333477250393465,1.9224696442750266
0,27,-1.4993618978881162,-0.8993512644277106,0.26231517480709554,0.1189649003039841,0.6947596404463565,1.8951173857604107
0,28,-1.7774061288974854,-0.31053706987488017,0.42882925598637867,0.2772447034110077,1.6433216043166397,1.6789454458544242
0,29,-1.8309164119638628,-0.2845515031339434,-0.011284632061777877,0.23949122098702702,1.5231567435147197,1.3335961478479987
0,30,-1.8863148197559503,0.5539794640176776,-0.14021328252801357,0.2103746492870615,1.3622043326611808,1.1562517591370152
0,31,-1.9186397250048879,-0.9240052913682204,0.2985055195779829,0.5041585775914046,1.150308305660777,1.623624703004439
0,32,-2.008830713410275,-0.1742808779765208,0.830895216023841,0.051962007918566755,0.09333565926421905,2.00034569140617
0,33,-2.082942473027987,0.1187822959451168,0.7195188158236763,0.3686082286445982,-0.010462628232296586,1.8468583632572129
0,34,-1.8719740157270979,0.16911554909186988,0.5636375313568198,0.22743668115913396,0.1451339973672531,1.7868489838565014
0,35,-1.3774693649441576,-0.26133588020466236,0.4275292903379688,-0.13809653695611201,0.46524437667877944,1.3859973847873035
0,36,-1.543429377429426,-0.348036193090429,-0.2592072458976604,-0.0038347011397534825,1.5527474360197115,1.8589047405034085
0,37,-1.6318649959379063,0.6880282046581283,0.38689276190432453,-0.10972479270673974,0.11662566266093993,1.1102677071654392
0,38,-1.553268966371296,-0.5227610807422314,0.49749892838135445,-0.07507747695324496,0.6540270334926404,2.1050626372844756
0,39,-1.4821583399111797,-0.6633866397438313,0.8986277320629001,-0.28645837920009365,0.7277907860249428,1.8240145134463521
0,40,-1.5984870225620738,-0.33756699598625994,0.49681082191671777,-0.189038349790007,-0.17866416635058818,1.493423124486053
0,41,-1.2442180243904153,-0.16552693120170447,0.8409927080087678,-0.25785033014962666,1.0396353248284473,1.807926810053333
0,42,-1.3923922312149708,-0.5264799542758385,1.0444628605097823,-0.4517035644044123,0.8276405459667173,1.7719558498775874
0,43,-1.6790037136120093,0.25193206978611427,0.5767172599525594,-0.08064839772302035,-0.615611724643727,1.799799673329942
0,44,-1.7038687504338452,-0.10717543205448465,1.1771884227394638,0.2977132680906822,0.09369340494742273,1.8047473838799954
0,45,-1.6522168834382938,-0.5395900490297696,0.8410782434313684,-0.19156973146015943,0.868825318384309,2.5039314063173728
0,46,-1.266352824731833,0.3045366459827026,0.6833224907504112,-0.2768852726916342,-0.07757292593748774,1.4844811477669653
0,47,-1.7014498632861583,-0.3810100654802322,1.1950345961121458,-0.28203796900427447,0.12966938923250254,2.469107733441468
0,48,-1.4533674760804318,-0.11484034339378235,0.007279771980485794,0.061825446009733165,1.1034062082394351,1.0789614924346238
0,49,-1.5628463080971569,0.07020039879836126,0.6630546073781465,-0.2223100264423481,-0.06435830663243303,1.7334505232303652
0,50,-1.7956115177384933,-0.08327308698625302,1.0936813549381716,-0.014483998602306425,0.2301630028803333,1.7924113090832872
0,51,-1.4716391861574913,-0.32217460565836786,0.25925086136748576,0.10362462274317652,1.0440023849859532,2.0444494069829338
0,52,-1.7044319414435942,-0.6352178410686844,0.46460040033932337,-0.1766524811931851,1.1257851947540807,1.7452538781197184
0,53,-1.6195626626725632,-0.3063930253738987,0.7327869642441609,-0.1443188330532359,1.497275683596831,1.834319830514541
0,54,-1.4192092239780192,-1.0660736583245396,0.7134581987278743,0.08737572753282818,0.07834518352863451,2.9291540916058154
0,55,-1.478174152513205,-0.2956282287086025,0.156976688496002,-0.2942224566000897,1.2072716274884963,1.3126376313070462
0,56,-1.3342910916690611,-0.9097547455837911,0.3616029321801495,-0.06586535129672066,0.36835682327236363,2.6673170866556406
0,57,-1.6875658272724832,-0.835213704395152,0.5916283558504887,-0.06613342195817018,0.6181285817367344,2.415771161661395
0,58,-1.5620668679223628,-0.6162072312116242,0.4952831918986236,-0.0018035471335300368,0.7425519372169898,1.968921165775167
0,59,-1.4805315122208462,-0.49770679771707704,0.6155534949743993,0.06755701919382928,0.7547520437314147,1.8787996948790042
0,60,-1.2018365282412309,-0.23695249422564202,0.3050579079250859,-0.6181341789398873,0.44910296583726295,1.6856482074910588
0,61,-1.5990748655458464,0.02650238483769174,0.2887451459567103,-0.024459557580605473,0.6706830547287541,1.5613711472484877
0,62,-1.0665399211196864,-1.4715837459441181,-0.31047434467798585,-0.33379116297117273,1.8797263242915387,2.544847954550722
0,63,-1.2716927355556982,-0.39418976830235763,0.41919025405046795,-0.5657276126273005,1.1432695666990054,2.3780773088200142
0,64,-1.1579513196299798,-1.031023879978466,-0.1953375672463844,-0.3765325273811331,1.5717691150810138,1.9124561216556044
0,65,-1.3895224627384106,-0.5718035523766445,0.36216347079484335,-0.5919445872449478,0.0719618509435977,3.5062004769021278
0,66,-1.0570685802750162,-1.5989531978287994,0.948053067995307,-0.28648007363683536,1.4648256310294467,2.3983930210569335
0,67,-1.4191534606811127,-0.8965049468614792,0.547534331948345,0.1332201562799027,0.8540171629093478,2.156179718373618
0,68,-1.3219319557491813,-0.3103457576061006,0.06950413957331114,-0.36960604408768716,0.7681345167800344,1.8466173734519602
0,69,-1.4642498325008466,0.0033457213852106094,0.7425877987496459,0.0147335411120193,0.17743584454188616,1.8874904659751768
0,70,-1.7896244489651951,-0.33382869734934717,0.8239597403531018,-0.11650969579131343,0.04703305339690107,1.7795843561294233
0,71,-1.9731320774183163,0.2766609414073271,0.6314296851442445,0.3856905577124041,0.258280385873067,0.8991900886319223
0,72,-1.950303726470021,0.12715368131500027,0.4600892860818777,0.5605830263678404,0.8770374639625843,1.3897205137656867
0,73,-1.7363985248100435,0.5345066632742719,0.2645827879376996,0.3695891311446746,0.3512201778640062,0.7173651373664784
0,74,-1.8912524738261993,0.3044904072127341,1.045501097356636,-0.017148407246953656,0.278208591463714,0.7515308543393662
0,75,-1.8780239611838192,0.22086437142897908,0.3338033630902191,0.2615397349855344,1.043428786532662,1.694781236722609
0,76,-2.001645835876729,0.20425074506982765,0.19522736762409965,0.07593863221513986,0.9974358240852982,1.4913059295617006
0,77,-1.9351665911278124,-0.2872794706247106,0.4486062800865387,0.058479016602454914,1.1855438234587696,2.017618899945942
0,78,-1.9124433300288906,0.11560959291260198,1.0338246380459302,0.38592049004037476,-0.39418746070331284,1.7829794313064207
0,79,-1.983394704313711,-0.5695533582520658,0.985876560124195,0.14445448571101216,-0.06888298204264506,1.9466179550105156
0,80,-1.4016687328300965,-0.23075304734882862,0.11432687774892658,-0.20885176894148527,1.2822681755721994,1.471635881403312
0,81,-1.5205172763422228,0.20018482337513355,-0.5363731757547234,0.03887064004227647,1.1210607786089786,1.3205947239462115
