chain,draw,interception,Treatment,HR,HER2,GLCM_SS,HR_interaction,HER2_interaction,GLCM_SS_interaction
0,0,-1.4513279892762299,0.7063703854562429,-0.5357970459122294,1.2857121795638893,-0.14607604669756258,-1.1340729175963553,-0.2241391764814441,1.9854952907583163
0,1,-1.3364073647196741,-0.5224191461974934,-0.5228535552273654,0.714772635983467,-0.09138664544510378,-0.8231161621556456,0.024436744022980184,2.5490607196138506
0,2,-1.3094787874971046,-0.24033455506280688,-0.590353081771424,0.7569120605578059,-0.12467514498390764,-0.4048225690901298,0.12632161739031694,2.820130546846034
0,3,-1.0374282013334617,-0.07061126897865666,-0.9603929215995421,0.7190371665350013,-0.17966298140324555,-0.7376459047334009,0.39702256422871096,1.440427671954237
0,4,-0.7241684900622216,-0.8436142096101582,-1.090461957228178,0.0744141485332881,-0.7674535821438402,-0.12069826493155286,0.8317799101323876,2.6625457765636202
0,5,-0.8397203966992755,-0.26371312828672444,-0.8958719763933951,0.7778972734068714,-0.2652756205674489,-0.614157429656235,0.2213381264355116,2.128339251272145
0,6,-1.3774042581009274,-0.22755709193160478,-0.4171340912810746,-0.5617782842103205,0.0644638760027425,-0.5587267677988459,1.6403834436598113,1.8020667990720982
0,7,-1.0506223504887164,-0.31587593506156164,-0.710970978432282,-0.6571852372155638,0.04041900624803629,-0.34592529839374725,2.6564113976310693,1.5889967439111834
0,8,-1.5130912325390147,0.12448510778805444,-0.6278820237338569,1.4767531003475476,0.14417660063669602,-0.5058244869735701,-0.7498155870548415,2.1667090344781648
0,9,-1.1571027984403277,-0.2566691665468075,-0.8099764696724736,1.0092347806686104,-0.10690040044713722,-0.5359685223614697,-0.22841681524551422,2.611453541545454
0,10,-1.4596216442767576,-0.06004128652458762,-0.9672176391916951,1.0436932727640662,-0.431100849274348,-0.6504043874911981,-0.3700376583974283,3.065384266945016
0,11,-1.7903536758530119,0.4560700861634912,-1.24456993487043,0.3791171373943423,0.37725063619610033,0.46759547476981345,0.5735068354758542,0.9218289060768243
0,12,-0.5062239098087131,-1.1458582060206248,-1.244830023943853,0.045377102191730634,-0.39111360394560735,-0.1764939895400396,1.2481626419983616,2.2364414000417767
0,13,-1.7673220986859444,0.8407076642366018,-0.5454547380674639,0.777293198769367,0.32474597444245745,-0.01205862141138514,-0.48709130927941663,1.5143296778102528
0,14,-1.6440540917730742,0.7662455236673951,-0.8762934067173747,0.8697390912057015,0.050383277454408404,-0.3201762121249929,-0.4157250807283732,1.3944776286851688
0,15,-1.2249336312609207,0.5550460433628788,-0.44570688510361145,0.9007068224937815,0.07665111244945266,-0.9088911498163684,-0.09524508191351294,1.0124732192149282
0,16,-0.8490026462848752,-1.1214128948094506,-1.0985356279569598,0.7931690940956513,-0.07762344771619256,-0.3292223929198169,0.7687878956755729,2.289963770384067
0,17,-1.28109762067298,-0.3362037818008319,-1.0714437377210158,0.6184944621971273,-0.12491685268731745,-0.3854951275444055,0.3784264279350077,2.5721740613201254
0,18,-1.1782885503873213,0.1673948690459781,-0.7997910450026415,0.37895749521008404,-0.0264988609831196,-0.327576179642887,1.3496440651202575,1.393175621319175
0,19,-0.940536860686054,-0.6090398865226909,-0.9115035170072785,-0.37221884756833257,0.1377433375475492,-0.40405989223600425,0.872789617684023,1.7810358268772175
0,20,-0.8424466037277294,-0.5385021438094375,-1.2981587253597877,-0.24433148070891897,0.03298340217606999,-0.3291094808856013,0.7611073504648054,2.3512706376028905
0,21,-1.334043239547331,-0.016191316340555595,-0.5615771614376759,0.7334687083542215,-0.1259804688967363,-1.364896585416292,1.1504589612407083,1.8095925955800352
0,22,-1.408600696504139,-0.25644683822714187,-0.5894393052675766,0.6319703065171931,-0.10980119365213215,-1.071666923806752,0.8638299045826381,2.6498455282978246
0,23,-1.0784809095552106,-0.2929586675437059,-0.5511753864885469,1.062331613483929,-0.2839755939010806,-1.0846723146496522,0.7902574029190997,2.400810630660779
0,24,-1.2583916256557655,-0.2738618516276068,-1.1028938697441593,0.516729334898731,0.366012815252976,0.33020593583171926,0.33619490690408654,1.7719577750983497
0,25,-1.4534673998076997,-0.23428942766951222,-0.8391199398297684,0.5174404178968355,0.047826024892858365,0.4152455708934176,0.41785537096869185,1.8078816072365347
0,26,-1.1626701656098535,0.07089317985740329,-0.6985614667627418,0.5680979798800381,0.20063270271120737,-0.8758469193493656,0.17412905975816972,1.482000359289813
0,27,-0.9991582905717964,0.13859750437450025,-0.970503100588366,0.7181211556790748,0.17201056694293526,-1.3673631306070742,0.19465109737826744,1.4216187782881522
