chain,draw,interception,Treatment,GLCM_SS,GLCM_SS_interaction
0,0,-1.193310156147909,-0.26721679430139034,0.062301310502668406,1.811400378090281
0,1,-1.2547085193205603,-0.6038566357688433,-0.14088915537276803,2.3578004170021987
0,2,-1.1656145774404307,0.23158745643572431,-0.7537007069821025,2.1072968581100646
0,3,-1.4660036118164912,0.03615687647512589,0.28530758835160874,1.4466058220749627
0,4,-1.4256652916752868,-0.02780588610049639,-0.2958315160680631,1.9136988818603418
0,5,-1.9435209118249406,0.8044290110228087,0.643613308735036,1.122370363271409
0,6,-1.9961307132766395,0.50556797195741,0.45442454843950286,1.0479919719733448
0,7,-0.9813909246396266,-0.4178651426271567,-0.7072412487973878,2.0360771423769566
0,8,-1.1987982684071488,-0.051463905160281875,-0.5336182194099968,2.344979544144634
0,9,-1.3535796792297115,-0.017566759888199,0.24155139544839854,1.7481558259662366
0,10,-1.155888031993497,-0.049871897673269494,-0.7138287708975661,2.381752130684936
0,11,-1.2863785782280206,-0.3078359307263254,-0.4682584461482866,2.2185207305137924
0,12,-1.4019292017995424,0.14709657440510782,-0.30977649992626777,1.4115515425319707
0,13,-1.203440017395025,0.26808516861088294,-0.29409304105656253,1.7988429289850805
0,14,-1.2675754384718276,0.2629093505721247,-0.5490261611405916,1.9215536249735727
0,15,-1.373692996172466,-0.5157412735365834,0.13629772668796392,1.7095781781466504
0,16,-1.44502961274074,-0.02717471788446968,-0.6680047225964576,2.318816989787485
0,17,-1.1783409185468496,-0.13574343715879555,-0.08269147821234268,1.5732602702047966
0,18,-1.529459864158067,-0.16582810704049522,-0.41053757934884816,2.083275934081941
0,19,-1.5120844725393647,0.19462630268018488,0.01899593594136384,2.0537376526641142
0,20,-1.6789111972589952,0.28362349504562423,-0.054766169298648304,1.3897224631271896
0,21,-1.593017673868426,0.09692240080947578,0.6156031123134871,1.5463770301163244
0,22,-1.5699725199420338,0.8418108984072761,0.18007066185288245,1.0306254186173827
0,23,-2.067825567361265,1.0487712611133837,0.46197147295246,0.49747130104646203
0,24,-1.4051512577968643,-0.1366169996530826,0.19338916904965986,1.8798116693336813
0,25,-1.468521339957646,0.11645657410962484,-0.2507903783545886,1.7213972122030468
0,26,-1.3940737376587817,-0.8107495290214661,-0.11325414846520743,2.407685476818963
0,27,-1.5278474192287907,0.4530786865663967,-0.06054017662006661,1.1246588278726033
0,28,-1.4592145228699562,-0.24573429443689276,-0.26878395634809316,2.1130682937954894
0,29,-1.5979569375665283,0.5309350701652329,0.19326835178608048,0.8980545674293532
0,30,-1.5527038913376965,0.07764049554251451,-0.1659791754156399,1.7534626855295172
0,31,-1.6386301981148212,-0.010927752218721443,-0.1726747296019573,1.612856894049551
0,32,-1.5016586237584968,0.7294042495174362,0.13165589743548978,1.5213835621621439
0,33,-1.7915801979614758,0.45060733341730774,-0.17097241433557686,1.4949971436726712
0,34,-1.2524387744865795,-0.06013963926007637,0.01890967604839311,1.8664731633087794
0,35,-1.4817342780506662,0.29943284641263723,-0.4952131407701108,1.7809809225221618
0,36,-1.1369153439235862,0.5192328251602893,-0.44325733102195564,1.4625541440931031
0,37,-1.2437836276709695,0.2709746604982577,-0.4456226781366497,1.707918080511677
0,38,-1.3179034196737445,-0.5290778003687406,-0.3353972798935976,2.3511736700831536
0,39,-1.3099020928138265,-0.29449612867825525,0.04920496689668119,1.817606351194136
0,40,-1.4873910371319266,-0.1401983745198896,-0.3145915215954256,2.3154177531044415
0,41,-1.3286059442951101,-0.5793438396204249,-0.23312563313552515,1.8885141423490879
0,42,-1.4179282955183916,-0.10731410488125093,-0.009423294950174688,2.519925024569736
0,43,-1.3025394692492378,-0.1776291958858769,-0.252703027788729,1.7702578635791915
0,44,-1.2339800966474672,0.19794997195413044,-0.7121804168248937,1.7627031423224528
0,45,-1.3944574221313497,-0.4166818496003908,0.0354156297967112,1.7615417350891154
0,46,-1.4002718216950467,-0.42637935083217804,-0.03094149102086252,1.3381927710962984
0,47,-1.400054140251151,-0.10630420452390155,-0.42453863334878816,2.108613061765371
0,48,-1.3929466923687754,0.1474623130017536,-0.01990398054904352,1.1408867514784413
0,49,-1.542132499018509,0.5369396044248307,-0.0755171274905071,1.4639141102995632
0,50,-1.2636471439235366,-0.4323531227687649,0.08181270559287612,1.4930955794679468
0,51,-1.431259648471502,-0.04940401520465065,-0.14373017380866582,2.170447821615835
0,52,-1.2215025656270089,-0.001419721884183378,-0.41117683112997616,1.7803356162462747
0,53,-1.522358218134939,0.44160388868186495,0.23131255733404954,1.840765589330525
0,54,-1.524585540686756,0.5478018320536007,-0.3941580257286996,1.900814571705515
0,55,-1.38068251728199,0.23303216094201296,-0.3457895682718901,1.532746506446783
0,56,-1.3396960341072874,-0.10592393472481398,0.23117661235080278,1.5979769534103287
0,57,-1.3541533278211384,0.08172885009260811,0.13297013939776314,1.6392080646575855
0,58,-1.7668760181777108,0.3265851306693859,0.054892973038604964,1.4734148281177313
0,59,-1.5176732031113873,0.25534592220168406,0.06676326163105295,1.1079349933599931
0,60,-1.8190610064549517,0.48501395002433534,0.4308981239397289,1.4362915722743712
0,61,-1.664317489106307,0.692406963618279,0.12173572156328705,0.6497592251713825
0,62,-1.6758543396380807,0.28753187521531864,-0.019328995208289346,1.6169915193751563
0,63,-1.4924262512690343,-0.051050895147363384,0.13268029299800377,1.7571269083429666
0,64,-1.4682694442384383,0.0747206440717394,0.0933642569996953,1.5810546891110815
0,65,-1.3557805544333017,0.10466209446948271,-0.2593358284001843,1.9138754306272838
0,66,-1.3941161904954087,0.06828890630984974,-0.3814303047009491,1.913415155535605
0,67,-1.2994082333968175,-0.4956619067540964,-0.19042402070829656,2.2907725001973778
0,68,-1.1628773871918983,0.07411357150246145,-0.5248427207379001,1.8406925257167723
0,69,-1.300899856785382,0.27019343315123123,-0.2887097644059673,1.350907532064833
0,70,-1.3385589214765916,-0.37572516886965657,-0.28431896635060827,2.142513398473558
0,71,-1.5724183465677102,-0.5058810649138126,0.2330311322704799,2.0449554986490073
0,72,-1.5105884302662285,-0.17796955026900418,0.2562212105234707,1.6782617343127506
0,73,-1.7085509130749807,0.9904781820835673,0.1289599299646671,0.9317464381867434
0,74,-1.6743653047580094,0.9438929237152789,0.1327955668390146,0.5801443794697904
0,75,-1.4652947626013793,-0.30159267351458663,0.251230642681717,1.9858622006923183
0,76,-1.6065689691246416,0.7037065279022128,0.0397357542598511,1.3961095954619869
0,77,-1.518281864888892,0.19973903761067313,-0.11826927246540508,1.3433598223288081
0,78,-1.5428388488716847,-0.13878160698911213,0.06797005474740381,1.7728100984224602
0,79,-1.4780862939232748,0.12965205444129801,0.5137568020819197,1.3193299312030689
0,80,-1.4995262829076041,-0.17440948580510018,0.24292816951256158,1.022696382584194
0,81,-1.2891817803713144,-0.06210130415406345,0.5100554044652019,0.914801805571969
0,82,-1.776938422147689,0.287719516959704,0.030003820233059475,1.6391821869113938
0,83,-1.5181114446881614,-0.15825242984668453,0.19699191074798583,1.5206716254228234
0,84,-1.7088499998847646,0.5275451261129473,-0.026242099692876497,1.8202276286896724
0,85,-1.3658167668906174,-0.35135666742883087,0.03870684963924731,1.70771652770349
0,86,-1.2636354966192127,-0.07615357895397934,-0.32168716085663673,1.9001733196856763
0,87,-1.5210442749787272,-0.08474625873222319,0.06913283406231963,1.8647689197555453
0,88,-1.6067640765291418,0.6517808798507672,-0.15217020802152503,1.3488544668213993
0,89,-1.571715393446487,0.18719416023920532,0.49941279825746143,1.3526765547475739
0,90,-1.6787436076691717,0.20333783457082255,0.3271605256356105,0.9479478105864071
0,91,-1.5921978968181014,0.46428632464117214,0.3235471840712576,1.3195837111885003
0,92,-1.715511182395581,0.3457946351929684,-0.1956801068601295,1.7452437393498528
0,93,-1.5933186780219395,0.4314000351768341,-0.1587588128808144,1.722182821484589
0,94,-1.4437751978188442,0.618505891554799,-0.3947935862844125,1.627447862054285
0,95,-1.294997960603364,-0.936848752825268,-0.41731464210458125,2.6901846974074632
0,96,-1.3812793441150668,0.5605392264346667,-0.3327693599684838,1.5773826894544578
0,97,-1.5976730592918662,-0.46658805549833415,0.03766872590780879,2.1164481212183275
0,98,-1.0770261040108062,-0.2951470970186678,-0.2483224105852413,2.0667567572523597
0,99,-1.405531596835762,0.11218385703360112,-0.018307838715690306,1.7785211992625498
0,100,-1.0094205903316982,-0.8299632185359309,-0.42462254838053126,3.0499373290445533
0,101,-1.0968575578424082,-0.9863526972754479,-0.5336510633333407,2.8264375926354193
0,102,-1.6423718557886533,0.9234125667084856,0.26167528750432134,0.6334481102238378
0,103,-1.9982597379366536,0.9909955569669253,0.17156627667437974,1.0548432428493815
0,104,-1.6746383126843976,0.645231514550584,0.02792813477658429,1.3434690059905627
0,105,-1.2916258533625995,-0.2838453178637619,0.04620771891846709,1.5132192779305464
0,106,-1.4640011361910252,-0.29374786159510213,0.06092236429973341,2.096042985345064
0,107,-1.547283189642121,-0.21391466206035448,0.01496355785884207,2.145538657828295
0,108,-1.3395427339447656,0.5420921854827161,-0.250152058606111,1.2733829949638251
0,109,-1.2102722836751707,0.5573325044235646,-0.623527376022071,1.2225716754193843
0,110,-1.139615422967272,0.036687851518832915,-0.18905629572533345,1.3922579914612725
0,111,-1.0838666736690448,-0.4508210789036493,-0.18410157397190163,1.8203244316470788
